Source,Target,Weight,Partie
cheveu,noir,13,Partie_1
croire,pouvoir,13,Partie_1
côté,Killian,13,Partie_1
dos,main,13,Partie_1
fois,pouvoir,13,Partie_1
geste,main,13,Partie_1
laisser,vouloir,13,Partie_1
mot,trouver,13,Partie_1
mot,vouloir,13,Partie_1
oeil,pouvoir,13,Partie_1
pouvoir,tuer,13,Partie_1
regard,vouloir,13,Partie_1
savoir,trouver,13,Partie_1
savoir,venir,13,Partie_1
émotion,pouvoir,13,Partie_1
Alric,bras,12,Partie_1
Alric,voix,12,Partie_1
Arya,venir,12,Partie_1
Aïdan,mettre,12,Partie_1
Aïdan,prendre,12,Partie_1
Een,Valaan,12,Partie_1
Killian,vouloir,12,Partie_1
aller,prendre,12,Partie_1
aller,vouloir,12,Partie_1
amour,histoire,12,Partie_1
battement,cœur,12,Partie_1
blanc,grand,12,Partie_1
blanc,main,12,Partie_1
bras,prendre,12,Partie_1
cheveu,long,12,Partie_1
comprendre,vouloir,12,Partie_1
côté,passer,12,Partie_1
cœur,poitrine,12,Partie_1
cœur,savoir,12,Partie_1
cœur,vouloir,12,Partie_1
dernier,mot,12,Partie_1
devoir,vouloir,12,Partie_1
dos,tourner,12,Partie_1
décision,prendre,12,Partie_1
empêcher,pouvoir,12,Partie_1
femme,homme,12,Partie_1
fois,seul,12,Partie_1
fois,venir,12,Partie_1
fois,voir,12,Partie_1
long,main,12,Partie_1
main,refermer,12,Partie_1
mort,vie,12,Partie_1
oeil,ouvrir,12,Partie_1
oeil,voir,12,Partie_1
part,pouvoir,12,Partie_1
passer,pouvoir,12,Partie_1
pleureur,saule,12,Partie_1
pouvoir,regard,12,Partie_1
pouvoir,voix,12,Partie_1
seul,voix,12,Partie_1
sourire,visage,12,Partie_1
Alric,regard,11,Partie_1
Killian,pouvoir,11,Partie_1
Killian,voix,11,Partie_1
aider,pouvoir,11,Partie_1
aile,papillon,11,Partie_1
aimer,savoir,11,Partie_1
amour,pouvoir,11,Partie_1
ancien,mots,11,Partie_1
arbre,blanc,11,Partie_1
bleu,oeil,11,Partie_1
chose,Killian,11,Partie_1
corps,propre,11,Partie_1
couler,sang,11,Partie_1
cœur,fois,11,Partie_1
cœur,main,11,Partie_1
donner,pouvoir,11,Partie_1
entendre,pouvoir,11,Partie_1
fois,prendre,11,Partie_1
fois,savoir,11,Partie_1
grand,petit,11,Partie_1
histoire,pouvoir,11,Partie_1
laisser,petit,11,Partie_1
livre,main,11,Partie_1
lumière,ombre,11,Partie_1
main,sang,11,Partie_1
main,visage,11,Partie_1
mot,savoir,11,Partie_1
mots,savoir,11,Partie_1
parler,savoir,11,Partie_1
passer,regard,11,Partie_1
pied,terre,11,Partie_1
pouvoir,prince,11,Partie_1
pouvoir,propre,11,Partie_1
pouvoir,trouver,11,Partie_1
pouvoir,venir,11,Partie_1
pouvoir,vrai,11,Partie_1
remonter,surface,11,Partie_1
savoir,seul,11,Partie_1
savoir,vie,11,Partie_1
savoir,voir,11,Partie_1
voir,vouloir,11,Partie_1
âme,cœur,11,Partie_1
Alric,Arya,10,Partie_1
Alric,Saren,10,Partie_1
Alric,oeil,10,Partie_1
Alric,penser,10,Partie_1
Alric,souvenir,10,Partie_1
Alric,venir,10,Partie_1
Arya,corps,10,Partie_1
Arya,main,10,Partie_1
Arya,temps,10,Partie_1
Killian,prendre,10,Partie_1
Killian,rester,10,Partie_1
Killian,savoir,10,Partie_1
Killian,venir,10,Partie_1
Killian,voir,10,Partie_1
Megara,Teslan,10,Partie_1
aller,Arya,10,Partie_1
aller,falloir,10,Partie_1
aller,laisser,10,Partie_1
amour,souvenir,10,Partie_1
arbre,Killian,10,Partie_1
arbre,branche,10,Partie_1
bouche,goût,10,Partie_1
cheveu,main,10,Partie_1
chose,vouloir,10,Partie_1
comprendre,Killian,10,Partie_1
comprendre,savoir,10,Partie_1
comprendre,émotion,10,Partie_1
compte,tenir,10,Partie_1
connaître,savoir,10,Partie_1
corps,main,10,Partie_1
couler,larme,10,Partie_1
couronne,tête,10,Partie_1
cœur,connaître,10,Partie_1
cœur,passer,10,Partie_1
devoir,pouvoir,10,Partie_1
devoir,seul,10,Partie_1
doigt,long,10,Partie_1
donner,impression,10,Partie_1
falloir,temps,10,Partie_1
fin,prendre,10,Partie_1
fois,mot,10,Partie_1
fois,sortir,10,Partie_1
grand,main,10,Partie_1
grand,ouvrir,10,Partie_1
grand,savoir,10,Partie_1
joue,main,10,Partie_1
jour,voir,10,Partie_1
lever,main,10,Partie_1
main,Saren,10,Partie_1
main,petit,10,Partie_1
main,plaquer,10,Partie_1
main,pouvoir,10,Partie_1
main,retirer,10,Partie_1
main,vouloir,10,Partie_1
moment,savoir,10,Partie_1
mort,pouvoir,10,Partie_1
mot,seul,10,Partie_1
pouvoir,Reina,10,Partie_1
pouvoir,prendre,10,Partie_1
pouvoir,répondre,10,Partie_1
pouvoir,sang,10,Partie_1
prendre,savoir,10,Partie_1
question,savoir,10,Partie_1
rester,seul,10,Partie_1
tête,tourner,10,Partie_1
âme,pouvoir,10,Partie_1
Abel,oeil,9,Partie_1
Abel,visage,9,Partie_1
Alric,comprendre,9,Partie_1
Alric,sang,9,Partie_1
Alric,savoir,9,Partie_1
Alric,seul,9,Partie_1
Alric,épaule,9,Partie_1
Arya,devoir,9,Partie_1
Arya,passer,9,Partie_1
Arya,pouvoir,9,Partie_1
Arya,prendre,9,Partie_1
Aïdan,donner,9,Partie_1
Hélianthe,retour,9,Partie_1
Killian,laisser,9,Partie_1
Killian,mettre,9,Partie_1
Killian,mots,9,Partie_1
Killian,oeil,9,Partie_1
Killian,tête,9,Partie_1
Passeuse,pouvoir,9,Partie_1
aller,moment,9,Partie_1
amour,haine,9,Partie_1
arrêter,main,9,Partie_1
attendre,réponse,9,Partie_1
baiser,déposer,9,Partie_1
beau,pouvoir,9,Partie_1
besoin,savoir,9,Partie_1
bouche,mot,9,Partie_1
bouche,ouvrir,9,Partie_1
bouche,seul,9,Partie_1
bras,Killian,9,Partie_1
bras,tête,9,Partie_1
ciel,étoile,9,Partie_1
compte,fin,9,Partie_1
connaître,nom,9,Partie_1
connaître,pouvoir,9,Partie_1
corps,pouvoir,9,Partie_1
coup,œil,9,Partie_1
croire,vouloir,9,Partie_1
croiser,regard,9,Partie_1
devenir,temps,9,Partie_1
doigt,main,9,Partie_1
doigt,toucher,9,Partie_1
donner,vouloir,9,Partie_1
eau,main,9,Partie_1
entendre,vouloir,9,Partie_1
esprit,souvenir,9,Partie_1
falloir,prince,9,Partie_1
femme,jeune,9,Partie_1
force,pouvoir,9,Partie_1
garder,souvenir,9,Partie_1
jeter,œil,9,Partie_1
jour,pouvoir,9,Partie_1
jour,temps,9,Partie_1
lumière,ténèbre,9,Partie_1
lèvre,sourire,9,Partie_1
main,passer,9,Partie_1
main,peau,9,Partie_1
main,prince,9,Partie_1
main,rester,9,Partie_1
main,savoir,9,Partie_1
main,temps,9,Partie_1
mettre,vouloir,9,Partie_1
monde,seul,9,Partie_1
mots,vie,9,Partie_1
mère,savoir,9,Partie_1
oeil,tourner,9,Partie_1
oublier,pouvoir,9,Partie_1
perdre,temps,9,Partie_1
place,pouvoir,9,Partie_1
posséder,pouvoir,9,Partie_1
pouvoir,supporter,9,Partie_1
prendre,risque,9,Partie_1
prince,Reina,9,Partie_1
rouge,sang,9,Partie_1
réalité,rêve,9,Partie_1
seul,tête,9,Partie_1
seul,vie,9,Partie_1
souvenir,temps,9,Partie_1
émotion,savoir,9,Partie_1
éternel,nuit,9,Partie_1
Abel,prendre,8,Partie_1
Alric,demander,8,Partie_1
Alric,prendre,8,Partie_1
Alric,prince,8,Partie_1
Alric,vouloir,8,Partie_1
Arya,Killian,8,Partie_1
Arya,Reina,8,Partie_1
Cassandre,regard,8,Partie_1
Héldon,roi,8,Partie_1
Killian,tenir,8,Partie_1
Passeuse,savoir,8,Partie_1
agripper,main,8,Partie_1
aller,chose,8,Partie_1
amour,temps,8,Partie_1
arbre,grand,8,Partie_1
arbre,main,8,Partie_1
arbre,racine,8,Partie_1
arbre,écorce,8,Partie_1
attendre,Killian,8,Partie_1
attendre,devoir,8,Partie_1
attention,attirer,8,Partie_1
bas,voix,8,Partie_1
beau,visage,8,Partie_1
blanc,bleu,8,Partie_1
bouche,voix,8,Partie_1
bras,passer,8,Partie_1
cacher,pouvoir,8,Partie_1
chaud,main,8,Partie_1
chercher,savoir,8,Partie_1
cheveu,dos,8,Partie_1
cheveu,tête,8,Partie_1
cheveu,visage,8,Partie_1
chose,important,8,Partie_1
ciel,oeil,8,Partie_1
comprendre,venir,8,Partie_1
connaître,Killian,8,Partie_1
conscience,prendre,8,Partie_1
continuer,pouvoir,8,Partie_1
contrôler,pouvoir,8,Partie_1
corps,laisser,8,Partie_1
corps,sang,8,Partie_1
corps,vouloir,8,Partie_1
coup,donner,8,Partie_1
côté,main,8,Partie_1
côté,mettre,8,Partie_1
côté,pouvoir,8,Partie_1
cœur,impression,8,Partie_1
cœur,petit,8,Partie_1
cœur,prendre,8,Partie_1
cœur,seul,8,Partie_1
demander,savoir,8,Partie_1
dernier,Killian,8,Partie_1
dernier,temps,8,Partie_1
dernier,vouloir,8,Partie_1
devoir,rester,8,Partie_1
donner,nom,8,Partie_1
donner,raison,8,Partie_1
dos,long,8,Partie_1
doute,Killian,8,Partie_1
détourner,regard,8,Partie_1
encre,plume,8,Partie_1
envie,pouvoir,8,Partie_1
femme,savoir,8,Partie_1
fois,laisser,8,Partie_1
fois,tête,8,Partie_1
fois,vouloir,8,Partie_1
franchir,porte,8,Partie_1
front,main,8,Partie_1
garder,vouloir,8,Partie_1
goutte,sang,8,Partie_1
grand,Killian,8,Partie_1
grand,oeil,8,Partie_1
laisser,main,8,Partie_1
laisser,pouvoir,8,Partie_1
larme,oeil,8,Partie_1
lèvre,oeil,8,Partie_1
magie,royaume,8,Partie_1
main,ouvrir,8,Partie_1
main,propre,8,Partie_1
main,regard,8,Partie_1
main,venir,8,Partie_1
main,vert,8,Partie_1
masque,visage,8,Partie_1
mettre,temps,8,Partie_1
moment,venir,8,Partie_1
mot,prononcer,8,Partie_1
mots,vouloir,8,Partie_1
mère,regard,8,Partie_1
nature,véritable,8,Partie_1
noir,nuit,8,Partie_1
noir,œil,8,Partie_1
nom,porter,8,Partie_1
oeil,peau,8,Partie_1
oeil,rouge,8,Partie_1
oeil,visage,8,Partie_1
oublier,vouloir,8,Partie_1
passer,petit,8,Partie_1
passer,vie,8,Partie_1
peau,pouvoir,8,Partie_1
peau,sang,8,Partie_1
penser,vouloir,8,Partie_1
perdre,venir,8,Partie_1
petit,rester,8,Partie_1
pouvoir,question,8,Partie_1
pouvoir,servir,8,Partie_1
pouvoir,utiliser,8,Partie_1
pouvoir,vivre,8,Partie_1
prendre,vouloir,8,Partie_1
propre,vie,8,Partie_1
question,répondre,8,Partie_1
répondre,vouloir,8,Partie_1
rêve,souvenir,8,Partie_1
sang,verser,8,Partie_1
sang,vouloir,8,Partie_1
savoir,sentir,8,Partie_1
savoir,tête,8,Partie_1
savoir,visage,8,Partie_1
secouer,tête,8,Partie_1
vie,voir,8,Partie_1
âme,sœur,8,Partie_1
écouler,temps,8,Partie_1
Abel,laisser,7,Partie_1
Abel,savoir,7,Partie_1
Alric,mettre,7,Partie_1
Alric,pouvoir,7,Partie_1
Alric,visage,7,Partie_1
Arya,chose,7,Partie_1
Arya,comprendre,7,Partie_1
Arya,doigt,7,Partie_1
Arya,douce,7,Partie_1
Arya,fois,7,Partie_1
Arya,mot,7,Partie_1
Arya,regarder,7,Partie_1
Aïdan,main,7,Partie_1
Aïdan,oeil,7,Partie_1
Aïdan,prince,7,Partie_1
Aïdan,voir,7,Partie_1
Désert,Reine,7,Partie_1
Killian,passer,7,Partie_1
Killian,rejoindre,7,Partie_1
Killian,relever,7,Partie_1
Loothar,Reina,7,Partie_1
Mantra,pouvoir,7,Partie_1
Reina,rejoindre,7,Partie_1
Reina,savoir,7,Partie_1
Reina,voir,7,Partie_1
accepter,fois,7,Partie_1
aimer,monde,7,Partie_1
aller,Killian,7,Partie_1
aller,demander,7,Partie_1
aller,venir,7,Partie_1
ami,pouvoir,7,Partie_1
amour,beau,7,Partie_1
amour,offrir,7,Partie_1
amour,savoir,7,Partie_1
approcher,main,7,Partie_1
appuyer,main,7,Partie_1
arbre,tronc,7,Partie_1
attarder,regard,7,Partie_1
attendre,prendre,7,Partie_1
attendre,savoir,7,Partie_1
attendre,venir,7,Partie_1
attention,prêter,7,Partie_1
baisser,tête,7,Partie_1
bas,pouvoir,7,Partie_1
beau,femme,7,Partie_1
beau,fois,7,Partie_1
beau,jour,7,Partie_1
bout,souffle,7,Partie_1
bout,temps,7,Partie_1
bras,long,7,Partie_1
bras,main,7,Partie_1
brûler,feu,7,Partie_1
cacher,voir,7,Partie_1
cadeau,donner,7,Partie_1
cas,pouvoir,7,Partie_1
chair,os,7,Partie_1
changer,chose,7,Partie_1
chercher,esprit,7,Partie_1
chercher,fois,7,Partie_1
chercher,main,7,Partie_1
chercher,pouvoir,7,Partie_1
chercher,regard,7,Partie_1
chercher,trouver,7,Partie_1
connaître,croire,7,Partie_1
connaître,endroit,7,Partie_1
contact,entrer,7,Partie_1
continuer,savoir,7,Partie_1
continuer,vouloir,7,Partie_1
corps,dernier,7,Partie_1
corps,peau,7,Partie_1
corps,prendre,7,Partie_1
corps,temps,7,Partie_1
cou,main,7,Partie_1
couleur,oeil,7,Partie_1
côté,Reina,7,Partie_1
côté,tête,7,Partie_1
cœur,esprit,7,Partie_1
cœur,laisser,7,Partie_1
cœur,mot,7,Partie_1
cœur,prince,7,Partie_1
dernier,mois,7,Partie_1
devenir,peau,7,Partie_1
devoir,temps,7,Partie_1
doigt,glisser,7,Partie_1
doigt,petit,7,Partie_1
donner,enfant,7,Partie_1
donner,envie,7,Partie_1
donner,fois,7,Partie_1
donner,prendre,7,Partie_1
dos,Killian,7,Partie_1
droite,gauche,7,Partie_1
entrer,laisser,7,Partie_1
exister,pouvoir,7,Partie_1
exister,souvenir,7,Partie_1
exister,vouloir,7,Partie_1
famille,membre,7,Partie_1
fois,main,7,Partie_1
fois,mettre,7,Partie_1
fois,vrai,7,Partie_1
fond,savoir,7,Partie_1
fond,voir,7,Partie_1
former,tête,7,Partie_1
front,petit,7,Partie_1
frère,pouvoir,7,Partie_1
garder,secret,7,Partie_1
garder,œil,7,Partie_1
grand,Hélianthe,7,Partie_1
grand,histoire,7,Partie_1
gris,oeil,7,Partie_1
histoire,vie,7,Partie_1
homme,tête,7,Partie_1
image,pensée,7,Partie_1
imaginer,pouvoir,7,Partie_1
intérieur,tête,7,Partie_1
laisser,Reina,7,Partie_1
laisser,magie,7,Partie_1
laisser,partir,7,Partie_1
laisser,savoir,7,Partie_1
laisser,seul,7,Partie_1
laisser,souvenir,7,Partie_1
laisser,venir,7,Partie_1
livre,tenir,7,Partie_1
lumière,Luna,7,Partie_1
lumière,vert,7,Partie_1
magie,traité,7,Partie_1
main,noir,7,Partie_1
main,poitrine,7,Partie_1
main,vie,7,Partie_1
mauvais,souvenir,7,Partie_1
mettre,pouvoir,7,Partie_1
moment,pouvoir,7,Partie_1
monde,mots,7,Partie_1
monde,savoir,7,Partie_1
monde,vie,7,Partie_1
monde,vouloir,7,Partie_1
mort,penser,7,Partie_1
mourir,vivre,7,Partie_1
mouvement,suivre,7,Partie_1
mère,vouloir,7,Partie_1
noir,visage,7,Partie_1
nouveau,oeil,7,Partie_1
nouveau,pouvoir,7,Partie_1
nouveau,regard,7,Partie_1
nouveau,vouloir,7,Partie_1
nuit,soleil,7,Partie_1
oeil,Reina,7,Partie_1
oeil,propre,7,Partie_1
oeil,quitter,7,Partie_1
oeil,savoir,7,Partie_1
oeil,vouloir,7,Partie_1
ouvrir,voie,7,Partie_1
passer,propre,7,Partie_1
passer,travers,7,Partie_1
peau,toucher,7,Partie_1
peine,perdre,7,Partie_1
perdre,savoir,7,Partie_1
petit,sortir,7,Partie_1
petit,vouloir,7,Partie_1
peur,pouvoir,7,Partie_1
peur,vouloir,7,Partie_1
pied,poser,7,Partie_1
pierre,pouvoir,7,Partie_1
place,vouloir,7,Partie_1
porter,regard,7,Partie_1
poser,tête,7,Partie_1
pouvoir,rendre,7,Partie_1
pouvoir,retrouver,7,Partie_1
pouvoir,sortir,7,Partie_1
pouvoir,souvenir,7,Partie_1
prendre,retour,7,Partie_1
prendre,soin,7,Partie_1
prendre,trouver,7,Partie_1
prendre,vie,7,Partie_1
propre,voir,7,Partie_1
pétale,rose,7,Partie_1
question,réponse,7,Partie_1
question,seul,7,Partie_1
regard,seconde,7,Partie_1
relever,tête,7,Partie_1
remplir,vide,7,Partie_1
sang,veine,7,Partie_1
seul,temps,7,Partie_1
sortir,vouloir,7,Partie_1
souvenir,vouloir,7,Partie_1
temps,voir,7,Partie_1
temps,vérité,7,Partie_1
terre,vouloir,7,Partie_1
tête,venir,7,Partie_1
tête,visage,7,Partie_1
venir,vouloir,7,Partie_1
voix,vouloir,7,Partie_1
vérité,vouloir,7,Partie_1
âme,souvenir,7,Partie_1
émotion,peindre,7,Partie_1
émotion,ressentir,7,Partie_1
émotion,souvenir,7,Partie_1
épaule,flèche,7,Partie_1
épaule,poser,7,Partie_1
œil,ouvrir,7,Partie_1
Abel,aider,6,Partie_1
Abel,aller,6,Partie_1
Abel,dernier,6,Partie_1
Abel,passer,6,Partie_1
Abel,place,6,Partie_1
Abel,pouvoir,6,Partie_1
Abel,question,6,Partie_1
Abel,regard,6,Partie_1
Abel,seul,6,Partie_1
Abel,sourire,6,Partie_1
Abel,vrai,6,Partie_1
Abel,émotion,6,Partie_1
Alric,arbre,6,Partie_1
Alric,croire,6,Partie_1
Alric,fois,6,Partie_1
Alric,histoire,6,Partie_1
Alric,laisser,6,Partie_1
Alric,lèvre,6,Partie_1
Alric,mots,6,Partie_1
Alric,nouveau,6,Partie_1
Alric,parler,6,Partie_1
Alric,passer,6,Partie_1
Alric,prêt,6,Partie_1
Alric,rester,6,Partie_1
Alric,réponse,6,Partie_1
Alric,sourire,6,Partie_1
Arya,bras,6,Partie_1
Arya,demander,6,Partie_1
Arya,dormir,6,Partie_1
Arya,laisser,6,Partie_1
Arya,mots,6,Partie_1
Arya,parler,6,Partie_1
Arya,seul,6,Partie_1
Asha,Limë,6,Partie_1
Aïdan,Killian,6,Partie_1
Aïdan,cause,6,Partie_1
Aïdan,côté,6,Partie_1
Aïdan,cœur,6,Partie_1
Aïdan,mot,6,Partie_1
Aïdan,soldat,6,Partie_1
Cassandre,Killian,6,Partie_1
Cassandre,chouette,6,Partie_1
Cassandre,main,6,Partie_1
Killian,lit,6,Partie_1
Killian,retrouver,6,Partie_1
Killian,sortir,6,Partie_1
Killian,souvenir,6,Partie_1
Killian,tomber,6,Partie_1
Killian,œil,6,Partie_1
Luna,petit,6,Partie_1
Reina,sang,6,Partie_1
Reina,temps,6,Partie_1
Reina,voix,6,Partie_1
accrocher,main,6,Partie_1
aider,relever,6,Partie_1
aile,battement,6,Partie_1
aile,dos,6,Partie_1
aimer,Alric,6,Partie_1
aimer,famille,6,Partie_1
aimer,manière,6,Partie_1
air,courant,6,Partie_1
air,main,6,Partie_1
aller,mots,6,Partie_1
aller,passer,6,Partie_1
aller,rester,6,Partie_1
aller,seul,6,Partie_1
aller,trouver,6,Partie_1
aller,tuer,6,Partie_1
ami,vouloir,6,Partie_1
amour,cœur,6,Partie_1
amour,donner,6,Partie_1
amour,vie,6,Partie_1
ancien,Passeur,6,Partie_1
ancien,pouvoir,6,Partie_1
appartenir,pouvoir,6,Partie_1
arbre,Reina,6,Partie_1
arbre,laisser,6,Partie_1
arracher,main,6,Partie_1
arracher,vouloir,6,Partie_1
attendre,laisser,6,Partie_1
avance,savoir,6,Partie_1
avancer,main,6,Partie_1
beau,main,6,Partie_1
beau,voir,6,Partie_1
besoin,comprendre,6,Partie_1
blanc,long,6,Partie_1
blanc,noir,6,Partie_1
blanc,oeil,6,Partie_1
bleu,lumière,6,Partie_1
bleu,serpent,6,Partie_1
bouche,coin,6,Partie_1
bout,nez,6,Partie_1
bras,Reina,6,Partie_1
bras,corps,6,Partie_1
bras,croiser,6,Partie_1
bras,grand,6,Partie_1
bras,tendre,6,Partie_1
bras,épaule,6,Partie_1
cadeau,offrir,6,Partie_1
capable,mot,6,Partie_1
capable,seul,6,Partie_1
caresser,main,6,Partie_1
cause,devoir,6,Partie_1
chair,main,6,Partie_1
charger,regard,6,Partie_1
chemin,croiser,6,Partie_1
chemise,nuit,6,Partie_1
chemise,retirer,6,Partie_1
chercher,corps,6,Partie_1
chercher,vouloir,6,Partie_1
cheveu,rouge,6,Partie_1
cheveu,épaule,6,Partie_1
choix,laisser,6,Partie_1
chose,Reina,6,Partie_1
chose,comprendre,6,Partie_1
chose,côté,6,Partie_1
chose,devoir,6,Partie_1
chose,passer,6,Partie_1
chose,seul,6,Partie_1
ciel,tête,6,Partie_1
combler,vide,6,Partie_1
connaître,homme,6,Partie_1
corps,entier,6,Partie_1
corps,fois,6,Partie_1
corps,grand,6,Partie_1
corps,passer,6,Partie_1
corps,rose,6,Partie_1
corps,sentir,6,Partie_1
corps,souvenir,6,Partie_1
corps,traverser,6,Partie_1
couler,eau,6,Partie_1
couleur,forme,6,Partie_1
coup,prendre,6,Partie_1
coup,sec,6,Partie_1
couper,souffle,6,Partie_1
creux,ventre,6,Partie_1
cri,entendre,6,Partie_1
croire,mot,6,Partie_1
croire,savoir,6,Partie_1
créature,eau,6,Partie_1
cérémonie,œil,6,Partie_1
côté,laisser,6,Partie_1
côté,petit,6,Partie_1
côté,tourner,6,Partie_1
côté,vouloir,6,Partie_1
côté,épaule,6,Partie_1
cœur,Protego,6,Partie_1
cœur,coup,6,Partie_1
cœur,garder,6,Partie_1
cœur,moment,6,Partie_1
cœur,oreille,6,Partie_1
cœur,rester,6,Partie_1
cœur,venir,6,Partie_1
demander,Killian,6,Partie_1
demeurer,pouvoir,6,Partie_1
dent,langue,6,Partie_1
dernier,souvenir,6,Partie_1
dernier,voir,6,Partie_1
devoir,Killian,6,Partie_1
devoir,oeil,6,Partie_1
devoir,prendre,6,Partie_1
devoir,propre,6,Partie_1
devoir,retrouver,6,Partie_1
devoir,trouver,6,Partie_1
difficile,savoir,6,Partie_1
doigt,mettre,6,Partie_1
doigt,noir,6,Partie_1
doigt,passer,6,Partie_1
donner,petit,6,Partie_1
dos,épaule,6,Partie_1
douceur,force,6,Partie_1
délicat,main,6,Partie_1
eau,feu,6,Partie_1
eau,petit,6,Partie_1
encre,parchemin,6,Partie_1
endroit,trouver,6,Partie_1
entrée,porte,6,Partie_1
faux,vrai,6,Partie_1
femme,pouvoir,6,Partie_1
femme,vie,6,Partie_1
feu,prendre,6,Partie_1
fil,rouge,6,Partie_1
fil,temps,6,Partie_1
fin,main,6,Partie_1
fin,mettre,6,Partie_1
fin,temps,6,Partie_1
fin,trait,6,Partie_1
fois,grand,6,Partie_1
fois,regarder,6,Partie_1
fois,revenir,6,Partie_1
fois,sentir,6,Partie_1
fois,tomber,6,Partie_1
fois,vie,6,Partie_1
fond,trouver,6,Partie_1
froid,main,6,Partie_1
gant,porter,6,Partie_1
garder,oeil,6,Partie_1
garder,visage,6,Partie_1
gardien,mot,6,Partie_1
geste,tendre,6,Partie_1
gorge,rire,6,Partie_1
grand,jour,6,Partie_1
grand,laisser,6,Partie_1
grand,livre,6,Partie_1
grand,révéler,6,Partie_1
grand,venir,6,Partie_1
grand,voir,6,Partie_1
guérir,pouvoir,6,Partie_1
herbe,main,6,Partie_1
heure,jour,6,Partie_1
histoire,marquer,6,Partie_1
histoire,raconter,6,Partie_1
hommage,rendre,6,Partie_1
homme,vouloir,6,Partie_1
idée,souvenir,6,Partie_1
intention,mauvais,6,Partie_1
joue,larme,6,Partie_1
jour,savoir,6,Partie_1
laisser,marque,6,Partie_1
laisser,passer,6,Partie_1
laisser,penser,6,Partie_1
lever,tête,6,Partie_1
libérer,main,6,Partie_1
lien,savoir,6,Partie_1
lieu,pouvoir,6,Partie_1
ligne,tracer,6,Partie_1
livre,page,6,Partie_1
livre,pouvoir,6,Partie_1
livre,temps,6,Partie_1
lointain,voix,6,Partie_1
lumière,nuit,6,Partie_1
lumière,petit,6,Partie_1
lumière,travers,6,Partie_1
lumière,traverser,6,Partie_1
lèvre,mettre,6,Partie_1
magie,puissant,6,Partie_1
magie,rendre,6,Partie_1
magie,vouloir,6,Partie_1
main,oreille,6,Partie_1
main,paume,6,Partie_1
main,porter,6,Partie_1
main,sentir,6,Partie_1
main,sortir,6,Partie_1
main,voleur,6,Partie_1
mauvais,pouvoir,6,Partie_1
mettre,nouveau,6,Partie_1
mettre,terme,6,Partie_1
milieu,seul,6,Partie_1
