Id,Label,POS_Category,Total_Frequency
grognement,grognement,NOUN,16
habituel,habituel,ADJ,16
halo,halo,NOUN,16
hausser,hausser,VERB,16
horde,horde,NOUN,16
hérisser,hérisser,VERB,16
héros,héros,NOUN,16
indifférence,indifférence,NOUN,16
infernal,infernal,ADJ,16
infirmerie,infirmerie,NOUN,16
interpréter,interpréter,VERB,16
jalousie,jalousie,NOUN,16
jungle,jungle,NOUN,16
jurer,jurer,VERB,16
lisière,lisière,NOUN,16
maigre,maigre,ADJ,16
manier,manier,VERB,16
masquer,masquer,VERB,16
mentionner,mentionner,VERB,16
morsure,morsure,NOUN,16
mouchoir,mouchoir,NOUN,16
muet,muet,ADJ,16
négliger,négliger,VERB,16
obstacle,obstacle,NOUN,16
opinion,opinion,NOUN,16
orangé,orangé,ADJ,16
orteil,orteil,NOUN,16
pacte,pacte,NOUN,16
paroi,paroi,NOUN,16
pile,pile,NOUN,16
pomme,pomme,NOUN,16
portée,portée,NOUN,16
possession,possession,NOUN,16
prudent,prudent,ADJ,16
quantité,quantité,NOUN,16
rapide,rapide,ADJ,16
refuge,refuge,NOUN,16
remuer,remuer,VERB,16
renforcer,renforcer,VERB,16
rictus,rictus,NOUN,16
rue,rue,NOUN,16
réintégrer,réintégrer,VERB,16
sadique,sadique,ADJ,16
sal,sal,ADJ,16
scintiller,scintiller,VERB,16
sous-sol,sous-sol,NOUN,16
spirale,spirale,NOUN,16
sublime,sublime,ADJ,16
suffir,suffir,VERB,16
surprenant,surprenant,ADJ,16
talon,talon,NOUN,16
taper,taper,VERB,16
tordre,tordre,VERB,16
trancher,trancher,VERB,16
transaction,transaction,NOUN,16
tre,tre,VERB,16
troupe,troupe,NOUN,16
univers,univers,NOUN,16
vase,vase,NOUN,16
vexer,vexer,VERB,16
vibration,vibration,NOUN,16
village,village,NOUN,16
vital,vital,ADJ,16
égard,égard,NOUN,16
épanouir,épanouir,VERB,16
étroit,étroit,ADJ,16
